enddate,pollster,grade,approve,week
2018-09-13,Rasmussen Reports/Pulse Opinion Research,C+,47,1837
2018-09-14,HarrisX,C,47,1837
2018-09-15,Ipsos,B-,40.5,1837
2018-09-13,YouGov,B,38,1837
2018-09-16,Ipsos,B-,42,1837
2018-09-13,SurveyMonkey,D-,43,1837
2018-09-16,Gallup,B,38,1837
2018-09-14,YouGov,B,39,1837
2018-09-17,Ipsos,B-,41.9,1838
2018-09-16,Rasmussen Reports/Pulse Opinion Research,C+,49,1837
2018-09-17,Rasmussen Reports/Pulse Opinion Research,C+,48,1838
2018-09-16,Morning Consult,B/C,42,1837
2018-09-15,YouGov,B,39,1837
2018-09-18,Ipsos,B-,42.3,1838
2018-09-23,GQR Research,B,41,1838
2018-09-19,Ipsos,B-,42.5,1838
2018-09-19,SurveyMonkey,D-,44,1838
2018-09-16,YouGov,B,41,1837
2018-09-20,Ipsos,B-,42.9,1838
2018-09-18,YouGov,B,41,1838
2018-09-17,YouGov,B,42,1838
2018-09-18,Rasmussen Reports/Pulse Opinion Research,C+,47,1838
2018-09-18,YouGov,B,42,1838
2018-09-19,Morning Consult,B/C,43,1838
2018-09-19,Rasmussen Reports/Pulse Opinion Research,C+,48,1838
2018-09-19,Fox News,A-,44,1838
2018-09-21,Ipsos,B-,42.8,1838
2018-09-19,NBC News/The Wall Street Journal,A-,44,1838
2018-09-18,HarrisX,C,46,1838
2018-09-22,Ipsos,B-,42.5,1838
2018-09-20,Rasmussen Reports/Pulse Opinion Research,C+,49,1838
2018-09-20,American Research Group,B,37,1838
2018-09-21,HarrisX,C,47,1838
2018-09-19,YouGov,B,41,1838
2018-09-21,YouGov,B,41,1838
2018-09-23,Gallup,B,40,1838
2018-09-23,Ipsos,B-,41.6,1838
2018-09-23,Rasmussen Reports/Pulse Opinion Research,C+,49,1838
2018-09-21,YouGov,B,41,1838
2018-09-24,Pew Research Center,B/C,38,1839
2018-09-24,McLaughlin & Associates,C/D,46,1839
2018-09-24,Ipsos,B-,42.1,1839
2018-09-24,Rasmussen Reports/Pulse Opinion Research,C+,47,1839
2018-09-25,Ipsos,B-,41.1,1839
2018-09-22,YouGov,B,39,1838
2018-09-24,Morning Consult,B/C,40,1839
2018-09-23,Morning Consult,B/C,39,1838
2018-09-26,Ipsos,B-,41.6,1839
2018-09-23,YouGov,B,37,1838
2018-09-24,Marist College,A+,42,1839
2018-09-26,SurveyMonkey,D-,44,1839
2018-09-25,Rasmussen Reports/Pulse Opinion Research,C+,47,1839
2018-09-24,YouGov,B,40,1839
2018-10-01,Public Religion Research Institute,A/B,41,1840
2018-09-27,Ipsos,B-,42,1839
2018-09-25,YouGov,B,40,1839
2018-09-26,Rasmussen Reports/Pulse Opinion Research,C+,47,1839
2018-09-25,YouGov,B,41,1839
2018-09-28,Ipsos,B-,41.7,1839
2018-10-02,Kaiser Family Foundation,,40,1840
2018-09-26,YouGov,B,44,1839
2018-09-29,Ipsos,B-,40.9,1839
2018-09-27,Rasmussen Reports/Pulse Opinion Research,C+,47,1839
2018-09-28,HarrisX,C,47,1839
2018-09-30,Gallup,B,42,1839
2018-09-30,Ipsos,B-,40.7,1839
2018-09-27,Harris Poll,C,46,1839
2018-09-27,YouGov,B,42,1839
2018-09-28,YouGov,B,39,1839
2018-09-30,Rasmussen Reports/Pulse Opinion Research,C+,48,1839
2018-10-01,Ipsos,B-,40.3,1840
2018-10-02,Ipsos,B-,39.9,1840
2018-09-29,YouGov,B,42,1839
2018-09-30,Quinnipiac University,B+,41,1839
2018-10-01,Morning Consult,B/C,43,1840
2018-10-01,Rasmussen Reports/Pulse Opinion Research,C+,48,1840
2018-09-29,Morning Consult,B/C,43,1839
2018-09-30,SurveyMonkey,D-,46,1839
2018-09-30,Civiqs,B/C,44,1839
2018-09-30,YouGov,B,38,1839
2018-10-03,SurveyMonkey,D-,47,1840
2018-10-03,Ipsos,B-,38.3,1840
2018-10-03,IBD/TIPP,A/B,40,1840
2018-09-30,Harris Poll,C,45,1839
2018-10-02,YouGov,B,37,1840
2018-10-04,Ipsos,B-,38.1,1840
2018-10-07,Pew Research Center,B/C,38,1840
2018-10-01,Marist College,A+,41,1840
2018-10-02,Winston Group,B/C,43,1840
2018-10-01,YouGov,B,39,1840
2018-10-02,Rasmussen Reports/Pulse Opinion Research,C+,49,1840
2018-10-02,YouGov,B,41,1840
2018-10-05,Ipsos,B-,37.7,1840
2018-10-05,HarrisX,C,49,1840
2018-10-02,HarrisX,C,45,1840
2018-10-03,Rasmussen Reports/Pulse Opinion Research,C+,50,1840
2018-10-06,Ipsos,B-,37.8,1840
2018-10-03,YouGov,B,42,1840
2018-10-04,Rasmussen Reports/Pulse Opinion Research,C+,51,1840
2018-10-04,Emerson College,A-,42.7,1840
2018-10-04,YouGov,B,40,1840
2018-10-04,SurveyMonkey,D-,47,1840
2018-10-07,Gallup,B,43,1840
2018-10-07,SurveyMonkey,D-,48,1840
2018-10-07,Ipsos,B-,38.4,1840
2018-10-06,YouGov,B,41,1840
2018-10-08,Ipsos,B-,38.8,1841
2018-10-07,Rasmussen Reports/Pulse Opinion Research,C+,51,1840
2018-10-07,CNBC/Hart Research/Public Opinion Strategies,A-,41,1840
2018-10-06,YouGov,B,40,1840
2018-10-08,Rasmussen Reports/Pulse Opinion Research,C+,51,1841
2018-10-07,CNN/SSRS,B/C,41,1840
2018-10-08,Morning Consult,B/C,43,1841
2018-10-09,Ipsos,B-,38.5,1841
2018-10-10,Ipsos,B-,40.7,1841
2018-10-07,YouGov,B,42,1840
2018-10-10,SurveyMonkey,D-,47,1841
2018-10-07,Morning Consult,B/C,41,1840
2018-10-09,YouGov,B,40,1841
2018-10-09,Rasmussen Reports/Pulse Opinion Research,C+,49,1841
2018-10-11,Ipsos,B-,40.7,1841
2018-10-08,YouGov,B,38,1841
2018-10-10,YouGov,B,41,1841
2018-10-10,Rasmussen Reports/Pulse Opinion Research,C+,49,1841
2018-10-12,Ipsos,B-,42,1841
2018-10-11,Rasmussen Reports/Pulse Opinion Research,C+,49,1841
2018-10-11,ABC News/The Washington Post,A+,41,1841
2018-10-13,Ipsos,B-,42.5,1841
2018-10-11,YouGov,B,41,1841
2018-10-12,HarrisX,C,46,1841
2018-10-11,YouGov,B,41,1841
2018-10-14,Gallup,B,44,1841
2018-10-14,Ipsos,B-,42.9,1841
2018-10-14,Rasmussen Reports/Pulse Opinion Research,C+,51,1841
2018-10-15,Ipsos,B-,42.6,1842
2018-10-13,YouGov,B,40,1841
2018-10-14,Morning Consult,B/C,43,1841
2018-10-14,YouGov,B,41,1841
2018-10-15,Morning Consult,B/C,44,1842
2018-10-16,Ipsos,B-,42.1,1842
2018-10-14,Morning Consult,B/C,44,1841
2018-10-15,Rasmussen Reports/Pulse Opinion Research,C+,51,1842
2018-10-14,AP-NORC,,40,1841
2018-10-17,Ipsos,B-,43.7,1842
2018-10-17,Saint Leo University,C/D,42.2,1842
2018-10-15,YouGov,B,39,1842
2018-10-17,SurveyMonkey,D-,45,1842
2018-10-16,Rasmussen Reports/Pulse Opinion Research,C+,49,1842
2018-10-18,Ipsos,B-,42.1,1842
2018-10-16,Fox News,A-,47,1842
2018-10-15,YouGov,B,40,1842
2018-10-16,YouGov,B,41,1842
2018-10-19,Ipsos,B-,36,1842
2018-10-20,Long Island University,,29.21,1842
2018-10-19,Ipsos,B-,39.7,1842
2018-10-17,CBS News,A,39,1842
2018-10-16,YouGov,B,41,1842
2018-10-17,Rasmussen Reports/Pulse Opinion Research,C+,47,1842
2018-10-17,NBC News/The Wall Street Journal,A-,47,1842
2018-10-17,Zogby Analytics,C+,47,1842
2018-10-20,Ipsos,B-,40.4,1842
2018-10-19,HarrisX,C,47,1842
2018-10-17,YouGov,B,43,1842
2018-10-18,Rasmussen Reports/Pulse Opinion Research,C+,47,1842
2018-10-17,HarrisX,C,46,1842
2018-10-21,Ipsos,B-,41.1,1842
2018-10-19,SurveyMonkey,D-,47,1842
2018-10-19,YouGov,B,39,1842
2018-10-21,Gallup,B,44,1842
2018-10-22,Ipsos,B-,41.3,1843
2018-10-20,YouGov,B,40,1842
2018-10-19,Morning Consult,B/C,44,1842
2018-10-20,American Research Group,B,42,1842
2018-10-21,Rasmussen Reports/Pulse Opinion Research,C+,47,1842
2018-10-19,Morning Consult,B/C,45,1842
2018-10-22,Rasmussen Reports/Pulse Opinion Research,C+,48,1843
2018-10-21,YouGov,B,42,1842
2018-10-23,Ipsos,B-,41,1843
2018-10-22,Suffolk University,A,43,1843
2018-10-22,McLaughlin & Associates,C/D,48,1843
2018-10-21,YouGov,B,41,1842
2018-10-24,Ipsos,B-,40.7,1843
2018-10-24,SurveyMonkey,D-,46,1843
2018-10-25,YouGov,B,43,1843
2018-10-22,YouGov,B,41,1843
2018-10-23,Rasmussen Reports/Pulse Opinion Research,C+,46,1843
2018-10-23,YouGov,B,42,1843
2018-10-25,Ipsos,B-,41.1,1843
2018-10-23,Marist College,A+,39,1843
2018-10-24,SurveyMonkey,D-,47,1843
2018-10-26,Ipsos,B-,42.9,1843
2018-10-24,Rasmussen Reports/Pulse Opinion Research,C+,47,1843
2018-10-23,YouGov,B,41,1843
2018-10-25,Rasmussen Reports/Pulse Opinion Research,C+,48,1843
2018-10-26,HarrisX,C,47,1843
2018-10-24,YouGov,B,41,1843
2018-10-27,USC Dornsife/Los Angeles Times,B/C,41,1843
2018-10-27,Ipsos,B-,43.2,1843
2018-10-26,SurveyMonkey,D-,43,1843
2018-10-25,YouGov,B,41,1843
2018-10-28,Gallup,B,40,1843
2018-10-28,Ipsos,B-,42.6,1843
2018-10-26,YouGov,B,41,1843
2018-10-26,Morning Consult,B/C,42,1843
2018-10-29,Ipsos,B-,41.1,1844
2018-10-28,Rasmussen Reports/Pulse Opinion Research,C+,50,1843
2018-10-30,Ipsos,B-,40.9,1844
2018-10-28,YouGov,B,41,1843
2018-10-29,Rasmussen Reports/Pulse Opinion Research,C+,48,1844
2018-10-28,Morning Consult,B/C,43,1843
2018-10-28,Harris Poll,C,44,1843
2018-10-30,Morning Consult,B/C,43,1844
2018-10-29,YouGov,B,40,1844
2018-10-31,Ipsos,B-,42.2,1844
2018-10-31,SurveyMonkey,D-,44,1844
2018-11-01,Ipsos,B-,42.7,1844
2018-10-30,YouGov,B,40,1844
2018-10-30,Rasmussen Reports/Pulse Opinion Research,C+,49,1844
2018-10-29,Marist College,A+,41,1844
2018-10-29,YouGov,B,39,1844
2018-11-02,Ipsos,B-,42,1844
2018-10-31,YouGov,B,42,1844
2018-10-31,Rasmussen Reports/Pulse Opinion Research,C+,49,1844
2018-11-03,IBD/TIPP,A/B,40,1844
2018-11-03,Ipsos,B-,42.2,1844
2018-10-31,YouGov,B,43,1844
2018-11-01,ABC News/The Washington Post,A+,40,1844
2018-11-02,HarrisX,C,46,1844
2018-10-31,HarrisX,C,45,1844
2018-11-01,Rasmussen Reports/Pulse Opinion Research,C+,51,1844
2018-11-01,SurveyMonkey,D-,46,1844
2018-11-01,YouGov,B,41,1844
2018-11-02,Morning Consult,B/C,45,1844
2018-11-04,Ipsos,B-,41.9,1844
2018-11-02,SurveyMonkey,D-,45,1844
2018-11-04,Gallup,B,40,1844
2018-11-03,YouGov,B,41,1844
2018-11-03,Morning Consult,B/C,43,1844
2018-11-03,NBC News/The Wall Street Journal,A-,46,1844
2018-11-05,Ipsos,B-,43.2,1845
2018-11-04,Rasmussen Reports/Pulse Opinion Research,C+,50,1844
2018-11-03,CNN/SSRS,B/C,39,1844
2018-11-04,Morning Consult,B/C,46,1844
2018-11-05,Rasmussen Reports/Pulse Opinion Research,C+,48,1845
2018-11-06,Ipsos,B-,43,1845
2018-11-07,Ipsos,B-,42.3,1845
2018-11-04,YouGov,B,41,1844
2018-11-07,SurveyMonkey,D-,45,1845
2018-11-05,YouGov,B,41,1845
2018-11-06,YouGov,B,42,1845
2018-11-08,Ipsos,B-,42,1845
2018-11-06,Rasmussen Reports/Pulse Opinion Research,C+,48,1845
2018-11-06,HarrisX,C,45,1845
2018-11-06,YouGov,B,40,1845
2018-11-07,Rasmussen Reports/Pulse Opinion Research,C+,48,1845
2018-11-07,GQR Research,B,44,1845
2018-11-07,HarrisX,C,45,1845
2018-11-09,Ipsos,B-,43,1845
2018-11-06,McLaughlin & Associates,C/D,48,1845
2018-11-08,HarrisX,C,47,1845
2018-11-08,Rasmussen Reports/Pulse Opinion Research,C+,48,1845
2018-11-08,YouGov,B,40,1845
2018-11-10,Ipsos,B-,41.8,1845
2018-11-07,Morning Consult,B/C,44,1845
2018-11-07,Heart+Mind Strategies,,47,1845
2018-11-08,YouGov,B,43,1845
2018-11-11,Ipsos,B-,42.1,1845
2018-11-09,HarrisX,C,49,1845
2018-11-08,Zogby Analytics,C+,46,1845
2018-11-08,YouGov,B,44,1845
2018-11-11,SurveyMonkey,D-,46,1845
2018-11-11,Gallup,B,38,1845
2018-11-09,Morning Consult,B/C,45,1845
2018-11-10,YouGov,B,42,1845
2018-11-11,Rasmussen Reports/Pulse Opinion Research,C+,46,1845
2018-11-11,Morning Consult,B/C,43,1845
2018-11-12,Ipsos,B-,41.3,1846
2018-11-11,Morning Consult,B/C,43.5,1845
2018-11-12,Global Strategy Group/GBAO (Navigator Research),,42,1846
2018-11-12,CNN/SSRS,B/C,42,1846
2018-11-13,Pew Research Center,B/C,41,1846
2018-11-12,HarrisX,C,49,1846
2018-11-13,Ipsos,B-,41.5,1846
2018-11-12,Rasmussen Reports/Pulse Opinion Research,C+,46,1846
2018-11-14,Ipsos,B-,43,1846
2018-11-12,Monmouth University,A+,43,1846
2018-11-15,SurveyMonkey,D-,44,1846
2018-11-13,HarrisX,C,48,1846
2018-11-13,SurveyMonkey,D-,43,1846
2018-11-11,YouGov,B,40,1845
2018-11-15,Ipsos,B-,42.9,1846
2018-11-13,Rasmussen Reports/Pulse Opinion Research,C+,46,1846
2018-11-12,YouGov,B,43,1846
2018-11-13,YouGov,B,41,1846
2018-11-13,YouGov,B,41,1846
2018-11-13,YouGov,B,41,1846
2018-11-16,Ipsos,B-,43.3,1846
2018-11-14,HarrisX,C,47,1846
2018-11-14,Rasmussen Reports/Pulse Opinion Research,C+,48,1846
2018-11-14,HarrisX,C,47,1846
2018-11-15,Rasmussen Reports/Pulse Opinion Research,C+,49,1846
2018-11-15,SurveyMonkey,D-,43.5,1846
2018-11-17,Ipsos,B-,44,1846
2018-11-16,HarrisX,C,47,1846
2018-11-14,YouGov,B,41,1846
2018-11-15,HarrisX,C,48,1846
2018-11-18,Gallup,B,43,1846
2018-11-16,YouGov,B,41,1846
2018-11-18,Ipsos,B-,43.7,1846
2018-11-16,HarrisX,C,48,1846
2018-11-17,YouGov,B,42,1846
2018-11-18,Rasmussen Reports/Pulse Opinion Research,C+,50,1846
2018-11-19,Ipsos,B-,44.1,1847
2018-11-19,Quinnipiac University,B+,41,1847
2018-11-18,YouGov,B,42,1846
2018-11-18,Morning Consult,B/C,43,1846
2018-11-18,Morning Consult,B/C,45,1846
2018-11-18,CBS News,A,39,1846
2018-11-19,Rasmussen Reports/Pulse Opinion Research,C+,50,1847
2018-11-20,Ipsos,B-,43.5,1847
2018-11-19,HarrisX,C,48,1847
2018-11-19,Kaiser Family Foundation,,37,1847
2018-11-19,YouGov,B,42,1847
2018-11-20,HarrisX,C,46,1847
2018-11-21,Ipsos,B-,43.7,1847
2018-11-20,American Research Group,B,42,1847
2018-11-30,Lord Ashcroft Polls,,43,1848
2018-11-20,YouGov,B,40,1847
2018-11-20,YouGov,B,40,1847
2018-11-19,Morning Consult,B/C,44,1847
2018-11-20,Rasmussen Reports/Pulse Opinion Research,C+,51,1847
2018-11-22,Ipsos,B-,44.5,1847
2018-11-21,YouGov,B,40,1847
2018-11-23,Ipsos,B-,43.7,1847
2018-11-21,HarrisX,C,46,1847
2018-11-24,Ipsos,B-,43.8,1847
2018-11-22,HarrisX,C,47,1847
2018-11-23,HarrisX,C,47,1847
2018-11-22,YouGov,B,41,1847
2018-11-25,Gallup,B,38,1847
2018-11-23,HarrisX,C,48,1847
2018-11-23,YouGov,B,42,1847
2018-11-25,Ipsos,B-,44.7,1847
2018-11-24,YouGov,B,41,1847
2018-11-26,Ipsos,B-,45.3,1848
2018-11-27,Ipsos,B-,43.8,1848
2018-11-26,HarrisX,C,47,1848
2018-11-26,Rasmussen Reports/Pulse Opinion Research,C+,49,1848
2018-11-25,YouGov,B,43,1847
2018-11-28,Ipsos,B-,43.3,1848
2018-11-27,HarrisX,C,47,1848
2018-11-26,YouGov,B,39,1848
2018-11-27,YouGov,B,40,1848
2018-11-27,YouGov,B,40,1848
2018-11-27,Selzer & Co.,A+,43,1848
2018-11-27,Rasmussen Reports/Pulse Opinion Research,C+,48,1848
2018-11-29,Ipsos,B-,43.3,1848
2018-11-28,HarrisX,C,48,1848
2018-11-30,Ipsos,B-,42.8,1848
2018-11-28,YouGov,B,43,1848
2018-11-27,HarrisX,C,48,1848
2018-11-28,Rasmussen Reports/Pulse Opinion Research,C+,47,1848
2018-11-29,HarrisX,C,49,1848
2018-12-01,Ipsos,B-,41.9,1848
2018-11-30,HarrisX,C,48,1848
2018-11-28,Harris Poll,C,46,1848
2018-11-29,Rasmussen Reports/Pulse Opinion Research,C+,47,1848
2018-11-29,SurveyMonkey,D-,45,1848
2018-11-29,YouGov,B,39,1848
2018-12-02,Gallup,B,40,1848
2018-12-02,IBD/TIPP,A/B,39,1848
2018-12-02,Ipsos,B-,41.9,1848
2018-11-30,HarrisX,C,49,1848
2018-12-03,Ipsos,B-,41.4,1849
2018-12-02,Rasmussen Reports/Pulse Opinion Research,C+,48,1848
2018-11-30,YouGov,B,43.5,1848
2018-12-04,Marist College,A+,42,1849
2018-12-02,Morning Consult,B/C,42,1848
2018-12-03,HarrisX,C,49,1849
2018-12-04,Ipsos,B-,42.1,1849
2018-12-02,YouGov,B,40,1848
2018-12-02,Winston Group,B/C,44,1848
2018-12-03,Rasmussen Reports/Pulse Opinion Research,C+,48,1849
2018-12-02,YouGov,B,41,1848
2018-12-05,Ipsos,B-,42.1,1849
2018-12-04,HarrisX,C,49,1849
2018-12-04,Rasmussen Reports/Pulse Opinion Research,C+,50,1849
2018-12-06,Ipsos,B-,41.2,1849
2018-12-04,YouGov,B,43,1849
2018-12-03,YouGov,B,42,1849
2018-12-05,Rasmussen Reports/Pulse Opinion Research,C+,49,1849
2018-12-07,Ipsos,B-,41.8,1849
2018-12-04,Morning Consult,B/C,43,1849
2018-12-05,HarrisX,C,50,1849
2018-12-06,Rasmussen Reports/Pulse Opinion Research,C+,50,1849
2018-12-06,YouGov,B,44,1849
2018-12-06,HarrisX,C,49,1849
2018-12-10,The Washington Post,A+,43,1850
2018-12-06,YouGov,B,41,1849
2018-12-08,Ipsos,B-,42.1,1849
2018-12-07,HarrisX,C,48,1849
2018-12-06,CNBC/Hart Research/Public Opinion Strategies,A-,41,1849
2018-12-07,HarrisX,C,48,1849
2018-12-06,YouGov,B,39,1849
2018-12-09,Gallup,B,40,1849
2018-12-09,Ipsos,B-,41.5,1849
2018-12-09,SurveyMonkey,D-,46,1849
2018-12-08,YouGov,B,41,1849
2018-12-09,Rasmussen Reports/Pulse Opinion Research,C+,48,1849
2018-12-09,Civis Analytics,,44,1849
2018-12-10,Ipsos,B-,41.4,1850
2018-12-10,Rasmussen Reports/Pulse Opinion Research,C+,49,1850
2018-12-09,YouGov,B,43,1849
2018-12-09,Morning Consult,B/C,44,1849
2018-12-09,Emerson College,A-,43.3,1849
2018-12-09,Morning Consult,B/C,41,1849
2018-12-11,Ipsos,B-,42.9,1850
2018-12-10,HarrisX,C,47,1850
2018-12-09,CNN/SSRS,B/C,39,1849
2018-12-10,Morning Consult,B/C,42,1850
2018-12-12,Ipsos,B-,43.7,1850
2018-12-10,Morning Consult,B/C,43,1850
2018-12-11,HarrisX,C,48,1850
2018-12-09,YouGov,B,41,1849
2018-12-10,YouGov,B,42,1850
2018-12-11,YouGov,B,43,1850
2018-12-11,Fox News,A-,46,1850
2018-12-13,Ipsos,B-,44.3,1850
2018-12-11,Rasmussen Reports/Pulse Opinion Research,C+,48,1850
2018-12-11,HarrisX,C,48,1850
2018-12-12,YouGov,B,41,1850
2018-12-14,Ipsos,B-,44.2,1850
2018-12-12,HarrisX,C,50,1850
2018-12-12,NBC News/The Wall Street Journal,A-,43,1850
2018-12-12,Rasmussen Reports/Pulse Opinion Research,C+,49,1850
2018-12-13,Rasmussen Reports/Pulse Opinion Research,C+,48,1850
2018-12-14,McLaughlin & Associates,C/D,48,1850
2018-12-14,HarrisX,C,49,1850
2018-12-12,YouGov,B,42,1850
2018-12-13,HarrisX,C,50,1850
2018-12-15,Ipsos,B-,45,1850
2018-12-14,YouGov,B,42,1850
2018-12-16,Gallup,B,38,1850
2018-12-16,Ipsos,B-,45.8,1850
2018-12-14,HarrisX,C,49,1850
2018-12-16,Rasmussen Reports/Pulse Opinion Research,C+,47,1850
2018-12-14,YouGov,B,40,1850
2018-12-17,Ipsos,B-,44.3,1851
2018-12-17,SurveyMonkey,D-,44,1851
2018-12-16,Suffolk University,A,42.1,1850
2018-12-14,Morning Consult,B/C,40,1850
2018-12-19,YouGov,B,43,1851
2018-12-17,Rasmussen Reports/Pulse Opinion Research,C+,46,1851
2018-12-17,HarrisX,C,48,1851
2018-12-16,AP-NORC,,42,1850
2018-12-18,Ipsos,B-,43.2,1851
2018-12-17,Quinnipiac University,B+,39,1851
2018-12-16,YouGov,B,42,1850
2018-12-16,Morning Consult,B/C,41,1850
2018-12-18,HarrisX,C,47,1851
2018-12-17,YouGov,B,42,1851
2018-12-19,Ipsos,B-,42.5,1851
2018-12-17,YouGov,B,41,1851
2018-12-18,Rasmussen Reports/Pulse Opinion Research,C+,47,1851
2018-12-20,Ipsos,B-,42.7,1851
2018-12-19,Global Strategy Group/GBAO (Navigator Research),,38,1851
2018-12-18,YouGov,B,41,1851
2018-12-19,Rasmussen Reports/Pulse Opinion Research,C+,48,1851
2018-12-21,Ipsos,B-,42.7,1851
2018-12-20,American Research Group,B,40,1851
2018-12-22,Ipsos,B-,42,1851
2018-12-20,Rasmussen Reports/Pulse Opinion Research,C+,49,1851
2018-12-19,Morning Consult,B/C,44,1851
2018-12-19,YouGov,B,41.5,1851
2018-12-19,HarrisX,C,48,1851
2018-12-20,HarrisX,C,48,1851
2018-12-23,Ipsos,B-,41.7,1851
2018-12-21,HarrisX,C,47,1851
2018-12-20,YouGov,B,42,1851
2018-12-22,Gallup,B,39,1851
2018-12-22,YouGov,B,40,1851
2018-12-24,Ipsos,B-,42.3,1852
2018-12-23,Rasmussen Reports/Pulse Opinion Research,C+,46,1851
2018-12-23,Morning Consult,B/C,39,1851
2018-12-23,YouGov,B,39,1851
2018-12-25,Ipsos,B-,41.5,1852
2018-12-24,HarrisX,C,47,1852
2018-12-23,Morning Consult,B/C,43,1851
2018-12-23,YouGov,B,38,1851
2018-12-26,Ipsos,B-,40.7,1852
2018-12-27,Ipsos,B-,40.8,1852
2018-12-25,YouGov,B,43,1852
2018-12-24,YouGov,B,41,1852
2018-12-28,Ipsos,B-,40.8,1852
2018-12-25,Harris Poll,C,44,1852
2018-12-26,Rasmussen Reports/Pulse Opinion Research,C+,47,1852
2018-12-27,YouGov,B,41,1852
2018-12-27,YouGov,B,41,1852
2018-12-29,Ipsos,B-,40.4,1852
2018-12-26,HarrisX,C,45,1852
2018-12-27,Rasmussen Reports/Pulse Opinion Research,C+,47,1852
2018-12-28,YouGov,B,39,1852
2018-12-27,HarrisX,C,46,1852
2018-12-28,HarrisX,C,45,1852
2018-12-30,Ipsos,B-,40.1,1852
2018-12-29,YouGov,B,40,1852
2018-12-31,Ipsos,B-,40.1,1801
2018-12-30,YouGov,B,40,1852
2019-01-01,Ipsos,B-,41,1901
2018-12-30,Winston Group,B/C,39,1852
2018-12-31,YouGov,B,42,1801
2018-12-31,HarrisX,C,45,1801
2019-01-02,Ipsos,B-,39.6,1901
2019-01-03,Ipsos,B-,40.2,1901
2019-01-01,YouGov,B,42,1901
2019-01-01,YouGov,B,40,1901
2019-01-01,YouGov,B,43,1901
2019-01-02,HarrisX,C,46,1901
2019-01-04,Ipsos,B-,38.9,1901
2019-01-02,Rasmussen Reports/Pulse Opinion Research,C+,47,1901
2019-01-04,HarrisX,C,47,1901
2019-01-03,HarrisX,C,46,1901
2019-01-05,Ipsos,B-,38.9,1901
2019-01-02,YouGov,B,42,1901
2019-01-03,Rasmussen Reports/Pulse Opinion Research,C+,46,1901
2019-01-06,Ipsos,B-,38.5,1901
2019-01-03,YouGov,B,41,1901
2019-01-04,HarrisX,C,47,1901
2019-01-04,Public Policy Polling,B,43,1901
2019-01-05,YouGov,B,41,1901
2019-01-07,Ipsos,B-,40,1902
2019-01-06,Rasmussen Reports/Pulse Opinion Research,C+,46,1901
2019-01-05,Morning Consult,B/C,41,1901
2019-01-05,HarrisX,C,48,1901
2019-01-08,Ipsos,B-,40,1902
2019-01-06,Morning Consult,B/C,44,1901
2019-01-06,Morning Consult,B/C,43,1901
2019-01-06,HarrisX,C,47,1901
2019-01-07,Rasmussen Reports/Pulse Opinion Research,C+,46,1902
2019-01-10,Gallup,B,37,1902
2019-01-07,YouGov,B,40,1902
2019-01-09,Ipsos,B-,41.3,1902
2019-01-07,HarrisX,C,46,1902
2019-01-07,YouGov,B,40,1902
2019-01-12,IBD/TIPP,A/B,42,1902
2019-01-10,Ipsos,B-,41.2,1902
2019-01-08,YouGov,B,40,1902
2019-01-08,HarrisX,C,44,1902
2019-01-08,Rasmussen Reports/Pulse Opinion Research,C+,47,1902
2019-01-09,HarrisX,C,44,1902
2019-01-09,YouGov,B,40,1902
2019-01-11,HarrisX,C,45,1902
2019-01-09,Rasmussen Reports/Pulse Opinion Research,C+,45,1902
2019-01-11,Ipsos,B-,41.9,1902
2019-01-09,YouGov,B,40,1902
2019-01-10,HarrisX,C,44,1902
2019-01-10,Rasmussen Reports/Pulse Opinion Research,C+,45,1902
2019-01-10,YouGov,B,40,1902
2019-01-12,Ipsos,B-,41.4,1902
2019-01-11,HarrisX,C,44,1902
2019-01-10,Civis Analytics,,42,1902
2019-01-13,Ipsos,B-,41.8,1902
2019-01-10,SurveyMonkey,D-,42,1902
2019-01-13,SurveyMonkey,D-,44,1902
2019-01-11,HarrisX,C,45,1902
2019-01-12,HarrisX,C,46,1902
2019-01-11,CNN/SSRS,B/C,37,1902
2019-01-13,Rasmussen Reports/Pulse Opinion Research,C+,43,1902
2019-01-13,Quinnipiac University,B+,41,1902
2019-01-14,Ipsos,B-,41,1903
2019-01-11,YouGov,B,41.5,1902
2019-01-11,Public Policy Polling,B,42,1902
2019-01-13,Research Co.,B-,38,1902
2019-01-13,Morning Consult,B/C,43,1902
2019-01-15,Ipsos,B-,40.9,1903
2019-01-13,Marist College,A+,39,1902
2019-01-13,Morning Consult,B/C,42,1902
2019-01-14,Kaiser Family Foundation,,38,1903
2019-01-13,HarrisX,C,46,1902
2019-01-12,YouGov,B,40,1902
2019-01-14,Rasmussen Reports/Pulse Opinion Research,C+,43,1903
2019-01-14,Pew Research Center,B/C,37,1903
2019-01-13,YouGov,B,37,1902
2019-01-16,Ipsos,B-,40.8,1903
2019-01-14,HarrisX,C,45,1903
2019-01-14,Morning Consult,B/C,42,1903
2019-01-15,HarrisX,C,43,1903
2019-01-17,Ipsos,B-,40.7,1903
2019-01-15,Rasmussen Reports/Pulse Opinion Research,C+,43,1903
2019-01-15,YouGov,B,39,1903
2019-01-15,YouGov,B,41,1903
2019-01-18,Ipsos,B-,40.6,1903
2019-01-15,Winston Group,B/C,38,1903
2019-01-18,HarrisX,C,44,1903
2019-01-17,GQR Research,B,42,1903
